,0
108,"아이디어가 고갈되었을때, 이런 정물화로 시간 길들이기. 배경색 바꾸고 과일 다른걸로 그리고, 메인 핏쳐 하나 떠억 그리니 완성이네요. 요렇게 몇장이나 그릴수 있을까요?ㅎㅎㅎ 무궁무진? 며칠전 갤러리에... "
109,"굳이 다른 정보성 아이디어가 흘러 넘쳐도 말이에요. 정보의 홍수, 정보 과잉의 시대속에서 더 이상 짜집기한 흔한 컨텐츠는 금방 잊혀지기 마련입니다. 여러분의 이야기를 해주세요. 앗, 누가 들어주지... "
110,응.. 제목 그대로야 원래 쓰다보면 이걸로 해야지 하고 떠오르는데 오늘은 안 떠올라서 그냥 그대로 썼어 벌써 주차라는 게 말이 돼? 중간고사도 한 달도 안 남았더라.. 쨋든 이번주도 즐거운 한 주였으니 기록을... 
111,이렇게 보니까 월 빨리 지나간 거 같댜 햄깅이 임티도 받음 ^^ 오만원은 기대도 안 함..;;ㅠㅠ 그래도 열심히 했는데.. 나.. 좀.. 뽑아주지..ㅠㅠㅠㅠㅠ # 월 일 일요일 아 맞다 울아가 백숙 됐다!!!!! 백숙이지만... 
112,일주일이 또 어디로 녹았담 매일매일 집에서 밍기적거리니까 뭐하고 살았는지 기억이 안나서 카톡보면서 기억해내고 있음 하지만 이런 삶... 오히려좋아... 평생 이렇게 살고싶어용 월 ~일 여행계획 짜고... 
113,"엄마가 나름 이쁘게 싸주고 싶은데, #임신중기 시작과 이제는 방학이 다가오면서 #말기로 접어들어 이제는 진짜 #도시락을 이쁘게 싸줄 수가 없네  (사실 #아이디어 고갈) #lowcar #랩 매번 같은 #메뉴 같은#야채... "
114,제목 공모전 개최 등 서류전형 패스 등 인턴십 그냥 일상 정리 글₩&amp;@ 교수님이 제주도에서 사 오신 '제주마음샌드' 내가 줄 서서 사 먹고 싶지는 않은 맛 그래도 감사히 잘 먹었습니다^^ 박사님들 연차 반차... 
115,ㅠㅠ 확정이 나지 않으면 완성도 되질 않으니까 아까운 시간만 소비하게 되고 ㅠㅠ 어서 빨리 아이디어가 급 나타났으면 하는 바람입니다...!! 아이디어가 나오기 전까지 다른 걸 그리고 있는데 그 그림도 전혀... 
116,"아이디어가 고갈된 디자이너를 위한 책 저자 스티븐 헬러, 게일 앤더슨 출판 더숲 발매 ... 아이디어가 고갈된 디자이너를 위한 책 시리즈. 세계적 예술 출판사인 로렌스 킹에서 나온 시리즈로, 미국... "
117,"요즘 대세인 디자인 튜토리얼 유튜브 &quot;롤스토리 디자인 연구소&quot; 우디님께서 &lt;아이디어가 고갈된 디자이너를 위한 책&gt; 소개해 주셨어요~ 아이디어가 고갈된 디자이너를 위한 책 저자 스티븐 헬러, 게일... "
118,"지금 알라딘에서 &lt;아이디어가 고갈된 디자이너를 위한 책 : 로고 디자인편&gt;을 구매하시면 '팬톤 컬러 딱풀'을 증정합니다! (한정 수량, 색상 랜덤, 마일리지 차감) #립밤_아닙니다_입술말고_종이에_착... "
119,"검사 무슨 의상, 생김새를 그릴지 아이디어가 전혀 떠오르질 않네요. 여러가지를 검색해봐도 톡 튀어오르는게 생각나지 않고.... 스케치 하나가지고 장 우려먹긴 했는데 결국 어떻게 그려나갈지는 선택도 못..... "
120,번뜩이는 아이디어가 떠오르지 않는다? &lt;ca&gt;에서 제공하는 가지 처방전을 참고하라. 아이디어와 영감이 끊이지 않는 삶을 누리리라. 기사제공  월간 CA&lt;ca&gt; . 무의식을 활용하라 . 종이에 적어라 .... 
121,도안 마지막 작업중이에요 ㅋㅋㅋㅋ 진짜 아이디어 고갈 돋네 ㅜㅜ 아마 화요일 쯤이면 완성된 도안 나올거같아요 ㅋㅋ 지쳐서 딴짓하고 있긔 이거는 RGB 변환 안해서 약관 푸른빛 + 형광빛 도는 거에요 ㅋㅋ... 
122,"언제나 우리 아들 먹거리에 관심이 많은 나. 지금 시기에 내가 해줄수 있는건 잘먹이고 잘놀아주는 것뿐이라- 최대한 영양가있게 잘먹이고 싶고, 여기저기 많이 경험하면서 재미지게 놀게 해주고 싶은 마음이다.... "
123,블로그는 아이디어로 하는게 아니긴 하지만 진짜 하루종일 생각해 봐도 쓸 내용이 없을때는... 아마 이런 이상한 글을 올리게 될 것이다. 그래서! 오늘은 아무사진 대잔치를 하기로(?)했다. ㅋㅋㅋㅋㅋ•ɞ... 
124,아이디어가 고갈입니다. 잘되는 날도 있고 안돼는 날도 있는데 오늘이 딱 그날이군요. 매일 새로운 소재를 찾는다는 것이 이렇게 피곤한줄 몰랐답니다. 도움을 주는 사람들도 없고 말이죠 하~ 정말 지져분하죠?... 
125,초반 ufo구간까지는 어떻게든 민들긴했는데 그다음부터 아이디어 고갈.....그리고 합작맵 묻혔네요 :( (탑에 있는상태에서 업로드했으면 그나마 좋았을텐데..)
126,안녕하세요 더 크리에이티브 L입니다 ㅎㅎ 여러분 요즘 날씨가 갑자기 추워졌어요ㅠㅠ 다들 감기 조심하세요 :) 저는 이번에 [아이디어가 고갈된 디자이너를 위한 책]이라는 책을 읽었습니다! 정말 책... 
127,"오늘 리뷰할 책은 아이디어가 고갈된 디자이너를 위한 책 [타이포그래피] 인데요. 저는 편안하게 읽으려 구매한 책이 아닌, 공부하려 구매한 책이기 때문에, 책 군데군데마다 필기를 하며 읽었습니다.... "
128,이제 아이디어가 고갈되었나보네 하긴 하루에 한번씩 질문을해대니 아이디어가 고갈댈만도하지. 역시 창작의 고통은 뼈를깍는거야 서태지가 이 창작의 고통때문에 은퇴한거니깐ㅎ 답변하는 우리도 힘들지만... 
129,치야이후루? 그런 제목이었는데 귀여워서 저장함 약간 키요코상 남자버전같음 둘이 남매라해도 믿겟다 ㅠ 쿠로오... 쿠로오... ~~~~ 내 마음에 불을 질럿어. 오늘에 식사. 오랑우탄 밥 아님 수박 남겻음. 돈이없어.... 
130,오랜만에 일상글  처음에는 체험단 위주로 글을 써서 일상글이 어색했는데 이젠 어색하지 않댜 ㅋㅋㅋ 이건 우연히 발견한 꽃집서점인데 나도 사장님처럼 나중에 꽃집이랑 서점 같이하는 카페 차리고 싶댜... 
131,미니 파프리카 가지색 알록달록 썰어넣고 닭가슴살 그리고 참외와 수박 여름이니 기력보충되는 도시락. . 머없을까. . 아이디어 고갈상태 칼로리는 적으면서 입맛을 돋우며 힘이나는 그런. . 음식은 없겠지? ㅋㅋ
132,책 한권을 샀다 애들과 놀아주는 아이디어가 고갈됐다 running out of idea (요새 얼집 출근 시키면서 es들으며 공부함) 뭐 이거 보면 다 머릿속에 있는건데 왜 할려면 생각이 안나는건지ㅡㅡ;;; 머런함ㅎㅎ... 
133,로고에 숨겨진 화살표가 재미있다. 자간을 없애는 것만으로 이런 효과를 만들다니.. #아이디어가고갈된디자이너를위한책 #로고디자인 #Logo #design #디자인책 #책추천
134,"저번 주에 한 것: 시원섭섭한 심정으로다가 발효된 나의 책들 입양보내기 일부러 생일때 온 박스들 안 버리고 있었다. 계속 팔어야지ㅣ,..,,팔아,..^^야지,.,..(라고 생각만하고 흐린눈했던) 우유부단 미루기장인은... "
135,엘리멘틀 히어로 디 어스 (땅 속성레벨전사족 - 융합 - 효과 몬스터) ATK : DEF :  PP-KR (한글판 프리미엄 팩 탄 고유 팩) 울트라 레어 - 무제한 카드 Fusion Recipe : '엘리멘틀 히어로 오션' + '엘리멘틀... 
136,"Rand) 아이디어가 고갈된 디자이너를 위한 책 : 로고 디자인 편 저자 스티븐 헬러, 게일 앤더슨 출판 더숲 발매 ... #SP_Moses : 다양한 디자이너들의 이야기도 물론 흥미롭지만, 대가들의 인터뷰... "
137,"첫 출근하느라 정신없던 지난 두달~ 드립칠 기력없음ㅠ 밈인간들아 도와조라(? 긴 공백기 끝에 늦은 신입으로 입사했지만 경력 잘 쌓아봐야지 :) 그럼, 새로운 소식 한가득이었던 일상 떠들어보죠. 할아버지 퇴원... "
138,아니 지인 둘이랑 커뮤 열건데 디텝을 맞았어요. 근데 표지에 너무 쏟아부어서 그런지 아이디어가 점점 고갈되어 간다는....
139,가벼우면서도 핵심적인 내용이 가득해서 무언가 디자인 족보(?)를 읽은 느낌이 든다. #아이디어가고갈된디자이너를위한책 #책리뷰 #책추천 #디자이너 #그래픽디자인 #design
140,몇개 외관 지어주고 대충 나머지 위치만 잡아줬는데 저남은 집들 언제 건축하지.. ? 아직 다 안채워서 뭔가 비어보이긴 하지만 내가 딱 원하던 골목 느낌 나올거 같아서 나름 기대중 근데 노가다 너무 뒤질거... 
141,완전 망했네 아이디어가 고갈되서 아무것도 할수가없네ㅜㅜㅜ 도와주세요ㅜㅜㅜㅜㅜㅜ 머리여 돌아가라...
142,컴포중 많이 들어가는 밀입니다 일단 이런 생각으로 만든건데 크기는  센티 내외예요 저 아이디어 고갈 됬나봐요 누가 아이디어좀 주세요 잘 익은 밀에게 색좀 더 진하게 줬어야 할라나요 오른쪽은 입체적이고... 
143,빈 컴퓨터 앞에 한참을 앚아 있어도 아무것도 떠오르지 않아 ~ 머리가 굳어 버린 것 같아 ~ 에휴 ~ 예전 머리 같지 않아 ~ &quot;아이디어는 어디서 얻나요?&quot; 아이디어를 찾는 우리 모두를 위한 해법이 이 책에 있다.... 
144,깜찍한 캐릭터를 그려보고싶었지만 아이디어 고갈로 그냥 이번년도해의 쥐를 의인화시켜서 그려보았다..ㅎㅎ 나름 귀엽게 그려져서 좋지만.. 혹시 이런그림체 좋아하면 그려드릴께오~ 실습기간이라 시간은... 
145,여러개를 해보니까 아이디어가 거의 다 사라져가는중입니다 ㅋㅋㅠㅠ 하고 싶었던 색조합이랑 그냥... 이제 해보고 싶었던걸 거의 해봐서 해보고싶은게 없네영 아이디어가 빨리 샘솟았으면 좋겠어용 ㅠㅠㅋㅋ
146,트위터에서 요즘 핫하길래 한번 해봤는데 지금도 하루의 절반을 누워있지만 조선시대에도 누워있었을 것 같은 나 ^^ 무표정으로 폰하면서 볼 거 없지만 계속 폰만 보는 나ㅎㅎ 이것도 트위터에서 핫하길래... 
147,다리 작업은 아이디어가 떠오르지 않아 못할 것 같습니다. 이런저런 자료를 찾아보아도 좋은 생각이 안나네요 ㅠㅠ 다리 디자인에 관한 좋은 자료나 아이디어 있으신 분들 계시면 댓글로 살짝 소스만 올려주시면... 
148,기분이 안좋거나 흐린 날씨가 계속될 때 미세먼지가 가득찬 공기에 목이 캐캐할 때 심지어 아이디어 회의를 하는데 아이디어 고갈 상태로 분위기가 엉망일 때... 어제가 그런 날이었다. 무작정 앉아있기 모호해서... 
149,하이루 면탈하고 부여잡은 정신머리.. 휴.. 이제서야 원상복귀 진짜 넘넘 고마운 언니가 이런말을 해줌.. 그래서 이걸 보고 또 엉엉움.. 그래 눈앞에 보이는것들을 믿자!!아자아자 새앙쥐 근데 오늘 이지랄잡채... 
150,"▶ 주진형 : 이 당은 아이디어가 고갈된 당이고 민주당은 잘못된 생각에 연연하는 당이고. ▷ 최영일 : 그렇다면 이게 참 큰일이지 않습니까? 지금 시간이 분 남아서. 대표님, 다음 주에 한 번 더 나와주시죠.... "
151,으아아아아아아아 아이디어 고갈.. 아아아아앙!!
152,나의 미친 페미니스트 여자친구 저자 민지형 출판 나비클럽 발매 ... 오랜만에 책 읽었다 술술 읽히고 재밌음과 동시에 속 터짐과 착잡함을 느끼게 되는 매우 복합적인 감정이 드는 책임 다들 한번씩... 
153,불가 상추 한 봉지 뜯고 동초도 있지만 이건 나중에 먹기로 합니다. 상추와 쑥갓 씻어서 준비해두고 고기 구워서 혼자 맛있게 먹었습니다. # 채소 가지고 할 게 없네요. 뭐 해 먹어야 할까요? 아이디어 고갈입니다 .
154,지난 년 동안 제법 한다고 했는데...벌써 투고된 논문들은 모두 게재되고 이제 남은 것이 없군요.. 논문을 투고한 후에 심사중이거나 혹은 게재 대기중인 논문이 없어지니 갑자기 몰려오기 시작하는 부~우~ㄹ~아... 
155,'아이디어가 고갈된 디자이너를 위한 책 그래픽 디자인 편' 은 아이디어 고갈로 힘들어 하고 있을 때 다양한 해결책을 제시 해 줄 수 있는 책이다. 책은 크게 개의 Part로 구성되어 있다. 엄격함에서 탈출하다... 
156,오늘은 일만 쓸거임~~  학교에서 마라탕 나왓는데 마라탕이 마라탕이 아니여.. 뭔가 마라탕 맛이 나긴하는데 마라탕 맛이 안남 그리고 수박 맛잇엇음!!! 스카갔는데 동생이 에어드랍으로 냅다 이거 보내버림... 
157,요즘은 그반찬이 그반찬이네요 계란 두부 김 호박 감자를 못벗어나는...ㅋㅋㅋ 요렇게 줬는데 같은반찬 막 일씩 주니 미안미안ㅋㅋㅋㅋ 뭔가 색다르게 주긴 힘들고 그냥 김에 싸서 김밥? 나름 소고기 김밥이네... 
158,밀리터리 글을 써야하는데 아이디어가 안 떠올라! 아이디어 고갈이라니! 고갈이라니! 으아아아아아아아아아아아아아아아아아!!!!!!!
159,어쩌다보니 매일 #오늘일기 에 놈을 이어가고 있는데 아이디어가 부족하다...ㅋㅋㅋㅋ #블챌 을 위한 착즙... 아니 착뇌....??? 오늘은 다가오는 여름에 대비해서 창문 빗물받이 구멍에 방충망 스티커를 붙였네여... 
160,신~나~는~ 일요일 월화수 다 약속 있구 ㅋ 사실 목도 약속 있었는데 개힘들 것 같아 취소함 메리청춘오케 in 남산팔각정 더워 죽는줄 알았지만 뿌듯하고 행복했다 회식ㅋㅋㅋㅋㅋ 엄마가 성수에서 울며 배회하는... 
161,드디어!!! 나도 포켓몬빵을 편의점에서 발견했다!!! 역시 백수가 되니 살 수 있나보다. 우유사러 편의점 들어갔는데 이게 왠걸..? 포켓몬빵이...!!! 그래서 사와봤다. 바로 푸린의 피치피치슈 피카츄의 앙버터는... 
162,ㅎ 식단 아이디어 고갈이다.. 잡곡밥과 야채들로 볶으밥을하고 계란을 우유와 섞어 부쳤는데 엄청 부드럽고 맛있다. 오늘 식단 고민을 좀 해봐야겠다. 닭가슴살 거의다 먹었는데 ㅠ..ㅠ .................... 
163,이번에 소개해드릴 도서는 아이디어가 고갈된 디자이너를 위한 책 시리즈 중에서 아이디어가 고갈된 디자이너를 위한 책 - 로고 디자인 편입니다. 도서 - 개요 이 책은 미국 그래픽... 
164,":) 긴 글, 읽어주셔서 감사합니다. ♥ 아이디어가 고갈된 디자이너를 위한 책 : 로고 디자인 편 저자 스티븐 헬러, 게일 앤더슨 출판 더숲 발매 ... Previous image Next image 흥미로운 로고 디자인의 예시가 한가득!"
165,사실 nonMinGanin이다보니 밖에 딱지치는 정세가 어떻게 돌아가는지도 모르겠슴... 매직이야 신규유저 ㅍ박팝ㄱ파박ㅍ박파박 늘어서 뭐 매지긴에서 다 궁금증이 해결되다 보니 사실상 여따 글싸면 보는건... 
